,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
78,000001.SH,20200814,3360.0988,3315.6687,3362.0267,3302.7357,3320.7261,39.3727,1.1857,305998376.0,367467421.7
79,000001.SH,20200813,3320.7261,3328.1754,3338.1518,3309.4629,3319.2656,1.4605,0.044,324291278.0,387162288.6
80,000001.SH,20200812,3319.2656,3327.4929,3335.729,3263.2653,3340.29,-21.0244,-0.6294,378328959.0,480731246.1
81,000001.SH,20200811,3340.29,3379.4874,3409.0589,3336.0945,3379.2524,-38.9624,-1.153,400452706.0,514020764.1
82,000001.SH,20200810,3379.2524,3341.5276,3399.9323,3335.0427,3354.0352,25.2172,0.7518,381379630.0,527083944.6
83,000001.SH,20200807,3354.0352,3370.5878,3374.133,3307.7127,3386.4631,-32.4279,-0.9576,403929633.0,561435649.6
84,000001.SH,20200806,3386.4631,3380.7621,3392.7048,3334.3341,3377.5648,8.8983,0.2635,415302510.0,570488248.1
85,000001.SH,20200805,3377.5648,3363.3324,3383.6365,3333.877,3371.6875,5.8773,0.1743,385823027.0,526515054.7
86,000001.SH,20200804,3371.6875,3376.4402,3391.0743,3352.5017,3367.9658,3.7217,0.1105,442328551.0,604942141.5
87,000001.SH,20200803,3367.9658,3332.1826,3368.1028,3327.6773,3310.0065,57.9593,1.751,407460867.0,572430759.8
88,000001.SH,20200731,3310.0065,3280.7959,3333.7859,3261.6135,3286.822,23.1845,0.7054,353758979.0,495778040.7
89,000001.SH,20200730,3286.822,3299.5718,3312.4508,3282.1617,3294.5521,-7.7301,-0.2346,340704121.0,476974005.6
90,000001.SH,20200729,3294.5521,3221.9883,3294.5521,3209.9902,3227.9604,66.5917,2.063,324924062.0,453094399.5
91,000001.SH,20200728,3227.9604,3226.1329,3245.2967,3208.4939,3205.2268,22.7336,0.7093,289377861.0,389873696.2
92,000001.SH,20200727,3205.2268,3210.3863,3221.9846,3174.6583,3196.7684,8.4584,0.2646,299319021.0,402231919.3
93,000001.SH,20200724,3196.7684,3310.6449,3319.1268,3184.9645,3325.1102,-128.3418,-3.8598,427054026.0,584311865.0
94,000001.SH,20200723,3325.1102,3306.1489,3336.3002,3257.8269,3333.1635,-8.0533,-0.2416,407042499.0,546887089.7
95,000001.SH,20200722,3333.1635,3315.1816,3381.9757,3311.7862,3320.8947,12.2688,0.3694,393335335.0,540577040.6
96,000001.SH,20200721,3320.8947,3330.5467,3336.6791,3300.5719,3314.149,6.7457,0.2035,359252029.0,488862180.4
97,000001.SH,20200720,3314.149,3243.9105,3314.149,3220.684,3214.1287,100.0203,3.1119,418555306.0,544045656.2
98,000001.SH,20200717,3214.1287,3214.4022,3252.7786,3181.2745,3210.0986,4.0301,0.1255,359652413.0,486536118.3
99,000001.SH,20200716,3210.0986,3356.359,3373.5317,3209.7272,3361.3044,-151.2058,-4.4984,490613123.0,679468340.6
100,000001.SH,20200715,3361.3044,3422.0778,3432.4506,3345.7488,3414.6186,-53.3142,-1.5614,492030542.0,674727409.8
101,000001.SH,20200714,3414.6186,3435.0237,3451.2224,3366.0828,3443.2863,-28.6677,-0.8326,543211492.0,707327005.2
102,000001.SH,20200713,3443.2863,3379.3867,3458.7914,3369.0378,3383.3222,59.9641,1.7723,558006875.0,717397053.1
103,000001.SH,20200710,3383.3222,3418.9347,3433.1085,3372.5066,3450.5935,-67.2713,-1.9496,556120011.0,703197550.4
104,000001.SH,20200709,3450.5935,3403.4832,3456.9721,3393.6379,3403.4401,47.1534,1.3855,620001823.0,751406830.4
105,000001.SH,20200708,3403.4401,3337.5518,3421.5312,3327.7062,3345.3369,58.1032,1.7368,587081685.0,696807634.5
106,000001.SH,20200707,3345.3369,3380.9536,3407.0811,3336.2416,3332.8807,12.4562,0.3737,657840159.0,793638372.4
107,000001.SH,20200706,3332.8807,3187.8393,3337.2723,3187.8393,3152.8126,180.0681,5.7113,643878906.0,724153675.7
108,000001.SH,20200703,3152.8126,3103.9952,3152.8126,3103.9952,3090.5693,62.2433,2.014,458793851.0,535489334.7
109,000001.SH,20200702,3090.5693,3023.7189,3092.4432,3021.6736,3025.981,64.5883,2.1345,391127996.0,478216482.3
110,000001.SH,20200701,3025.981,2991.1813,3026.1862,2984.9841,2984.6741,41.3069,1.384,273313140.0,369883802.3
111,000001.SH,20200630,2984.6741,2965.1054,2990.8253,2965.1054,2961.5164,23.1577,0.782,214957214.0,297312328.4
112,000001.SH,20200629,2961.5164,2973.0757,2977.9122,2951.7702,2979.5505,-18.0341,-0.6053,220622729.0,293886016.0
113,000001.SH,20200624,2979.5505,2972.9827,2982.9425,2971.2235,2970.6203,8.9302,0.3006,213200732.0,297008784.1
114,000001.SH,20200623,2970.6203,2960.8875,2972.4025,2949.8469,2965.2717,5.3486,0.1804,225212208.0,305378770.5
115,000001.SH,20200622,2965.2717,2966.9008,2983.4382,2959.035,2967.6341,-2.3624,-0.0796,267883834.0,346028748.4
116,000001.SH,20200619,2967.6341,2938.7887,2973.3164,2935.8239,2939.3151,28.319,0.9635,264313961.0,319089106.6
117,000001.SH,20200618,2939.3151,2929.8799,2942.8983,2920.1054,2935.873,3.4421,0.1172,258691377.0,289367727.8
118,000001.SH,20200617,2935.873,2932.6708,2936.6162,2919.0353,2931.7493,4.1237,0.1407,234654391.0,278007110.7
119,000001.SH,20200616,2931.7493,2912.8251,2931.7791,2909.1341,2890.0306,41.7187,1.4435,223313065.0,270948558.5
120,000001.SH,20200615,2890.0306,2908.2767,2922.5364,2890.0306,2919.7408,-29.7102,-1.0176,243205046.0,293361556.8
121,000001.SH,20200612,2919.7408,2876.8029,2930.255,2872.6165,2920.8968,-1.156,-0.0396,236008642.0,274321726.2
122,000001.SH,20200611,2920.8968,2939.7914,2952.651,2912.1932,2943.7525,-22.8557,-0.7764,233722947.0,289023256.1
123,000001.SH,20200610,2943.7525,2951.2784,2951.3298,2934.8428,2956.1116,-12.3591,-0.4181,207925969.0,243968496.5
124,000001.SH,20200609,2956.1116,2939.5351,2957.1186,2932.9385,2937.7712,18.3404,0.6243,209048585.0,251414696.2
125,000001.SH,20200608,2937.7712,2941.9816,2950.0656,2934.2103,2930.7993,6.9719,0.2379,231124360.0,274611815.6
126,000001.SH,20200605,2930.7993,2923.1891,2930.7993,2909.1181,2919.2506,11.5487,0.3956,217360673.0,253141142.5
127,000001.SH,20200604,2919.2506,2931.8376,2932.9677,2910.7516,2923.3711,-4.1205,-0.141,226605873.0,254345984.5
128,000001.SH,20200603,2923.3711,2930.3906,2942.7597,2922.6612,2921.398,1.9731,0.0675,255663980.0,300447817.0
129,000001.SH,20200602,2921.398,2916.3168,2926.3588,2909.1277,2915.4311,5.9669,0.2047,256108049.0,294402745.9
130,000001.SH,20200601,2915.4311,2871.9641,2917.1508,2871.9641,2852.3512,63.0799,2.2115,260196050.0,307416215.1
131,000001.SH,20200529,2852.3512,2835.584,2855.3756,2829.6271,2846.2217,6.1295,0.2154,206792804.0,233798996.6
132,000001.SH,20200528,2846.2217,2838.2072,2861.9241,2820.1455,2836.8036,9.4181,0.332,207546019.0,239234260.6
133,000001.SH,20200527,2836.8036,2847.3198,2848.9965,2831.9281,2846.5473,-9.7437,-0.3423,198149343.0,227934395.7
134,000001.SH,20200526,2846.5473,2827.8967,2848.3371,2825.901,2817.9697,28.5776,1.0141,174562369.0,207427833.7
135,000001.SH,20200525,2817.9697,2816.241,2821.4978,2802.4653,2813.7654,4.2043,0.1494,172885557.0,202115352.6
136,000001.SH,20200522,2813.7654,2863.0462,2863.0462,2808.0177,2867.9237,-54.1583,-1.8884,209063712.0,245229603.7
137,000001.SH,20200521,2867.9237,2890.7213,2891.5177,2864.2073,2883.7378,-15.8141,-0.5484,203532038.0,250569937.6
138,000001.SH,20200520,2883.7378,2896.4657,2896.4657,2876.1766,2898.576,-14.8382,-0.5119,210519985.0,269176553.6
139,000001.SH,20200519,2898.576,2897.6867,2900.2187,2887.5768,2875.4176,23.1584,0.8054,197222405.0,256277803.1
140,000001.SH,20200518,2875.4176,2872.5244,2889.9795,2862.2709,2868.4587,6.9589,0.2426,226022882.0,289089595.5
141,000001.SH,20200515,2868.4587,2880.7067,2884.2199,2863.3698,2870.3422,-1.8835,-0.0656,188983592.0,246878191.1
142,000001.SH,20200514,2870.3422,2887.0577,2887.0577,2869.1832,2898.0495,-27.7073,-0.9561,197776202.0,237336974.7
143,000001.SH,20200513,2898.0495,2882.9552,2900.2587,2875.5354,2891.5564,6.4931,0.2246,185061310.0,223866906.9
144,000001.SH,20200512,2891.5564,2894.6171,2897.9018,2871.23,2894.802,-3.2456,-0.1121,197082985.0,238476218.8
145,000001.SH,20200511,2894.802,2901.5739,2914.2838,2884.3806,2895.3444,-0.5424,-0.0187,225120410.0,271930641.5
146,000001.SH,20200508,2895.3444,2882.7078,2903.7967,2879.2034,2871.5232,23.8212,0.8296,226822075.0,276562717.0
147,000001.SH,20200507,2871.5232,2876.4727,2882.0222,2864.5813,2878.1402,-6.617,-0.2299,226736957.0,268607485.3
148,000001.SH,20200506,2878.1402,2831.6326,2879.2634,2830.6536,2860.0822,18.058,0.6314,249826616.0,303890031.0
149,000001.SH,20200430,2860.0822,2832.3843,2865.59,2832.3843,2822.4424,37.6398,1.3336,242455278.0,277440934.0
150,000001.SH,20200429,2822.4424,2801.383,2831.7642,2800.7379,2810.0243,12.4181,0.4419,202061807.0,222720221.7
151,000001.SH,20200428,2810.0243,2819.9914,2821.745,2758.2459,2815.4947,-5.4704,-0.1943,253872745.0,270534752.6
152,000001.SH,20200427,2815.4947,2812.2422,2832.6662,2802.9579,2808.5293,6.9654,0.248,210130981.0,225293706.3
153,000001.SH,20200424,2808.5293,2834.9387,2834.9387,2802.4989,2838.4994,-29.9701,-1.0558,235185076.0,244122291.5
154,000001.SH,20200423,2838.4994,2850.5104,2853.6357,2835.8961,2843.9804,-5.481,-0.1927,248779037.0,262662040.5
155,000001.SH,20200422,2843.9804,2814.0661,2843.9804,2808.4819,2827.0133,16.9671,0.6002,217320000.0,232796777.8
156,000001.SH,20200421,2827.0133,2842.2372,2842.2372,2808.0214,2852.5528,-25.5395,-0.8953,233235870.0,248688585.7
157,000001.SH,20200420,2852.5528,2840.4085,2852.99,2833.2615,2838.4945,14.0583,0.4953,211847078.0,233759313.2
158,000001.SH,20200417,2838.4945,2835.5581,2854.9599,2830.0217,2819.935,18.5595,0.6582,245736750.0,280025229.1
159,000001.SH,20200416,2819.935,2798.4295,2823.3382,2796.8388,2811.1741,8.7609,0.3116,203003773.0,222432600.9
160,000001.SH,20200415,2811.1741,2826.6618,2829.7503,2808.7039,2827.283,-16.1089,-0.5698,205621146.0,231631632.2
161,000001.SH,20200414,2827.283,2794.801,2827.2981,2789.4279,2783.0476,44.2354,1.5895,202696569.0,223605697.3
162,000001.SH,20200413,2783.0476,2784.5979,2792.8906,2774.0808,2796.6312,-13.5836,-0.4857,177124554.0,184120284.1
163,000001.SH,20200410,2796.6312,2827.1873,2833.0148,2789.9756,2825.9036,-29.2724,-1.0359,233454768.0,246376307.2
164,000001.SH,20200409,2825.9036,2825.8393,2832.395,2820.4326,2815.3686,10.535,0.3742,238184843.0,247392988.0
165,000001.SH,20200408,2815.3686,2805.9166,2823.2139,2800.2963,2820.7634,-5.3948,-0.1913,243515305.0,253159668.1
166,000001.SH,20200407,2820.7634,2806.9676,2823.2767,2801.8386,2763.9874,56.776,2.0541,270198186.0,286627794.3
167,000001.SH,20200403,2763.9874,2773.5764,2780.5868,2754.0731,2780.6379,-16.6505,-0.5988,200837404.0,214062212.0
168,000001.SH,20200402,2780.6379,2720.2284,2780.6379,2719.9043,2734.5215,46.1164,1.6865,217864600.0,233111575.7
169,000001.SH,20200401,2734.5215,2743.5409,2773.3641,2731.0794,2750.2962,-15.7747,-0.5736,217253427.0,225624646.6
170,000001.SH,20200331,2750.2962,2767.3072,2771.1683,2743.1154,2747.2138,3.0824,0.1122,218598674.0,224271061.6
171,000001.SH,20200330,2747.2138,2739.7191,2759.0989,2723.0543,2772.2033,-24.9895,-0.9014,239706604.0,250687144.2
172,000001.SH,20200327,2772.2033,2792.9843,2805.5479,2771.7563,2764.9109,7.2924,0.2637,240764066.0,253630725.9
173,000001.SH,20200326,2764.9109,2761.8961,2788.5038,2753.4282,2781.5913,-16.6804,-0.5997,234084022.0,248279785.0
174,000001.SH,20200325,2781.5913,2775.3032,2788.6354,2757.8016,2722.4381,59.1532,2.1728,273144466.0,293191204.4
175,000001.SH,20200324,2722.4381,2703.0193,2723.4066,2667.1333,2660.1673,62.2708,2.3409,257021930.0,278999306.6
176,000001.SH,20200323,2660.1674,2677.591,2703.3295,2656.5008,2745.6182,-85.4508,-3.1123,249820250.0,268423242.0
177,000001.SH,20200320,2745.6182,2727.0186,2751.8964,2702.4933,2702.1296,43.4886,1.6094,252019507.0,281583369.7
178,000001.SH,20200319,2702.1296,2719.4063,2736.82,2646.8048,2728.7563,-26.6267,-0.9758,302302747.0,330518008.5
179,000001.SH,20200318,2728.7563,2792.3221,2815.8737,2728.7563,2779.6407,-50.8844,-1.8306,291159852.0,318611391.6
180,000001.SH,20200317,2779.6407,2796.284,2826.9068,2715.2213,2789.2537,-9.613,-0.3446,306149677.0,323012822.8
181,000001.SH,20200316,2789.2537,2897.3009,2898.0349,2784.6616,2887.4265,-98.1728,-3.4,351878665.0,375627000.8
182,000001.SH,20200313,2887.4265,2804.2322,2910.8812,2799.9841,2923.4856,-36.0591,-1.2334,366450436.0,393019665.2
183,000001.SH,20200312,2923.4856,2936.0163,2944.4651,2906.2838,2968.5174,-45.0318,-1.517,307778457.0,328209202.4
184,000001.SH,20200311,2968.5174,3001.7616,3010.0286,2968.5174,2996.7618,-28.2444,-0.9425,352470970.0,378766619.0
185,000001.SH,20200310,2996.7618,2918.9347,3000.2963,2904.7989,2943.2907,53.4711,1.8167,393296648.0,425017184.8
186,000001.SH,20200309,2943.2907,2987.1805,2989.2051,2940.7138,3034.5113,-91.2206,-3.0061,414560736.0,438143854.6
187,000001.SH,20200306,3034.5113,3039.9395,3052.4439,3029.4632,3071.6771,-37.1658,-1.21,362061533.0,377388542.7
188,000001.SH,20200305,3071.6771,3036.1545,3074.2571,3022.9262,3011.6657,60.0114,1.9926,445425806.0,482770471.4
189,000001.SH,20200304,3011.6657,2981.806,3012.0035,2974.3583,2992.8968,18.7689,0.6271,353338278.0,389893917.5
190,000001.SH,20200303,2992.8968,3006.8888,3026.842,2976.623,2970.9312,21.9656,0.7394,410108047.0,447053681.5
191,000001.SH,20200302,2970.9312,2899.31,2982.5068,2899.31,2880.3038,90.6274,3.1465,367333369.0,397244201.2
192,000001.SH,20200228,2880.3038,2924.6407,2948.1261,2878.5443,2991.3288,-111.025,-3.7116,401216914.0,432657775.0
193,000001.SH,20200227,2991.3288,2992.4919,3009.4575,2980.4774,2987.9287,3.4001,0.1138,350523658.0,395955641.5
194,000001.SH,20200226,2987.9287,2978.4195,3028.7788,2974.9423,3013.0501,-25.1214,-0.8338,469049552.0,495341447.3
195,000001.SH,20200225,3013.0501,2982.0696,3016.9458,2943.7168,3031.2333,-18.1832,-0.5999,441622762.0,513128644.6
196,000001.SH,20200224,3031.2333,3027.8925,3042.1821,3007.3557,3039.6692,-8.4359,-0.2775,370430044.0,451601363.1
197,000001.SH,20200221,3039.6692,3022.2455,3058.898,3020.141,3030.1542,9.515,0.314,364557276.0,445062076.7
198,000001.SH,20200220,3030.1542,2981.8802,3031.3706,2968.4451,2975.4019,54.7523,1.8402,345732881.0,413761364.1
199,000001.SH,20200219,2975.4019,2979.5223,2998.2718,2971.8219,2984.9716,-9.5697,-0.3206,315141151.0,381331160.4
200,000001.SH,20200218,2984.9716,2981.4097,2990.6003,2960.7751,2983.6224,1.3492,0.0452,311665913.0,374998562.6
201,000001.SH,20200217,2983.6224,2924.9913,2983.6371,2924.9913,2917.0077,66.6147,2.2837,313198007.0,367014340.1
202,000001.SH,20200214,2917.0077,2899.8659,2926.9427,2899.5739,2906.0735,10.9342,0.3763,250650627.0,308080368.7
203,000001.SH,20200213,2906.0735,2927.1443,2935.406,2901.2425,2926.8991,-20.8256,-0.7115,274804844.0,334526327.4
204,000001.SH,20200212,2926.8991,2895.5561,2926.8991,2892.424,2901.6744,25.2247,0.8693,248733429.0,297534420.5
205,000001.SH,20200211,2901.6744,2894.5414,2913.8159,2882.2428,2890.4878,11.1866,0.387,269168335.0,302956847.2
206,000001.SH,20200210,2890.4878,2860.499,2891.8479,2851.0503,2875.9636,14.5242,0.505,294929784.0,341520398.3
207,000001.SH,20200207,2875.9636,2858.9324,2875.9636,2838.7702,2866.5097,9.4539,0.3298,309479642.0,362384162.5
208,000001.SH,20200206,2866.5097,2826.8851,2876.5878,2807.609,2818.0878,48.4219,1.7183,316392142.0,358582589.7
209,000001.SH,20200205,2818.0878,2792.3713,2842.7426,2778.8641,2783.2875,34.8003,1.2503,309761823.0,349184114.8
210,000001.SH,20200204,2783.2875,2685.2693,2786.1642,2685.2693,2746.6056,36.6819,1.3355,364046200.0,374068466.8
211,000001.SH,20200203,2746.6056,2716.6978,2766.5773,2716.6978,2976.5281,-229.9225,-7.7245,215912103.0,257019597.4
212,000001.SH,20200123,2976.5281,3037.9524,3045.0406,2955.346,3060.7545,-84.2264,-2.7518,272763234.0,327490360.4
213,000001.SH,20200122,3060.7545,3038.4868,3069.2527,3006.2677,3052.1419,8.6126,0.2822,223852865.0,278456924.0
214,000001.SH,20200121,3052.1419,3085.7895,3085.7895,3051.2301,3095.7873,-43.6454,-1.4098,234830739.0,286268098.2
215,000001.SH,20200120,3095.7873,3082.1134,3096.3105,3070.4801,3075.4955,20.2918,0.6598,210493341.0,271122455.4
